customer_id,product_id,purchase_count,avg_interval_days,std_interval_days,last_purchase_date,days_since_last_purchase,product_reorder_ratio,opportunity_status,opportunity_status_v2,regularity_score,history_score,timing_score,confidence_score_v2,avg_quantity,median_quantity,avg_unit_price,median_line_value,expected_revenue,opportunity_score_v2,customer_name,product_name,recommendation
297,84,5,186.5,72.0,2025-06-16,198,1.061662198391421,due_soon,due_soon,0.613941018766756,0.625,0.938337801608579,69.8,12.8,16.0,292.75,4439.2,4684.0,326943.2,Klient_297,Produkt_084,Przygotuj ofertę ponownego zakupu
286,117,12,89.5,67.2,2025-10-07,85,0.9497206703910615,due_soon,due_soon,0.24916201117318437,1.0,0.9497206703910615,65.0,11.1,11.0,453.33,5130.58,4986.63,324130.95,Klient_286,Produkt_117,Przygotuj ofertę ponownego zakupu
86,25,10,91.4,60.0,2025-08-30,123,1.3457330415754922,overdue,overdue,0.34354485776805255,1.0,0.6542669584245078,61.8,10.4,11.5,454.62,4888.59,5228.13,323098.434,Klient_086,Produkt_025,Skontaktuj się z klientem pilnie
243,7,6,158.8,78.6,2025-06-03,211,1.3287153652392947,overdue,overdue,0.5050377833753149,0.75,0.6712846347607053,62.0,12.8,13.5,383.81,5392.28,5181.44,321249.27999999997,Klient_243,Produkt_007,Skontaktuj się z klientem pilnie
89,7,7,144.8,101.0,2025-07-26,158,1.091160220994475,due_soon,due_soon,0.3024861878453039,0.875,0.9088397790055249,62.6,12.4,14.0,366.06,5122.04,5124.84,320814.984,Klient_089,Produkt_007,Przygotuj ofertę ponownego zakupu
171,142,4,246.7,303.8,2025-05-12,233,0.9444669639237941,due_soon,due_soon,0.0,0.5,0.9444669639237941,38.6,16.5,16.5,502.91,8095.77,8298.02,320303.57200000004,Klient_171,Produkt_142,Przygotuj ofertę ponownego zakupu
40,46,27,40.6,19.9,2025-11-22,39,0.960591133004926,due_soon,due_soon,0.5098522167487685,1.0,0.960591133004926,77.0,10.0,9.0,456.59,4195.71,4109.31,316416.87000000005,Klient_040,Produkt_046,Przygotuj ofertę ponownego zakupu
133,116,10,95.4,54.5,2025-10-01,91,0.9538784067085954,due_soon,due_soon,0.42872117400419285,1.0,0.9538784067085954,73.1,13.1,13.5,319.88,4315.42,4318.38,315673.578,Klient_133,Produkt_116,Przygotuj ofertę ponownego zakupu
114,49,4,88.0,8.9,2025-08-08,145,1.6477272727272727,overdue,overdue,0.8988636363636364,0.5,0.3522727272727273,64.3,11.5,11.0,446.21,4958.25,4908.31,315604.333,Klient_114,Produkt_049,Skontaktuj się z klientem pilnie
245,148,13,79.6,45.6,2025-10-08,84,1.0552763819095479,due_soon,due_soon,0.42713567839195976,1.0,0.9447236180904521,72.8,10.1,13.0,330.75,4193.02,4299.75,313021.8,Klient_245,Produkt_148,Przygotuj ofertę ponownego zakupu
249,39,5,160.5,88.0,2025-04-20,255,1.588785046728972,overdue,overdue,0.45171339563862933,0.625,0.4112149532710281,49.4,12.4,13.0,486.52,6538.7,6324.76,312443.14400000003,Klient_249,Produkt_039,Skontaktuj się z klientem pilnie
260,32,10,108.3,53.4,2025-09-18,104,0.9602954755309326,due_soon,due_soon,0.5069252077562327,1.0,0.9602954755309326,76.8,11.4,11.5,353.19,4116.32,4061.68,311937.024,Klient_260,Produkt_032,Przygotuj ofertę ponownego zakupu
56,67,13,82.8,59.0,2025-09-21,101,1.2198067632850242,overdue,overdue,0.28743961352657,1.0,0.7801932367149758,62.4,12.3,15.0,330.7,5103.68,4960.5,309535.2,Klient_056,Produkt_067,Skontaktuj się z klientem pilnie
60,29,21,50.8,36.1,2025-10-27,65,1.2795275590551183,overdue,overdue,0.2893700787401574,1.0,0.7204724409448817,61.0,10.2,11.0,460.7,4963.42,5067.7,309129.7,Klient_060,Produkt_029,Skontaktuj się z klientem pilnie
237,11,12,87.7,39.0,2025-10-16,76,0.8665906499429874,due_soon,due_soon,0.5553021664766249,1.0,0.8665906499429874,76.7,9.2,9.5,422.72,3940.79,4015.84,308014.928,Klient_237,Produkt_011,Przygotuj ofertę ponownego zakupu
177,20,7,136.3,81.3,2025-09-01,121,0.8877476155539251,due_soon,due_soon,0.4035216434336024,0.875,0.8877476155539251,66.6,9.7,10.0,462.37,4641.6,4623.7,307938.42,Klient_177,Produkt_020,Przygotuj ofertę ponownego zakupu
113,117,6,153.8,76.9,2025-07-25,159,1.0338101430429127,due_soon,due_soon,0.5,0.75,0.9661898569570873,69.2,9.2,10.0,440.58,4502.66,4405.8,304881.36000000004,Klient_113,Produkt_117,Przygotuj ofertę ponownego zakupu
254,36,16,64.2,53.6,2025-10-25,67,1.043613707165109,due_soon,due_soon,0.1651090342679128,1.0,0.956386292834891,61.3,11.6,14.0,351.1,4916.73,4915.4,301314.01999999996,Klient_254,Produkt_036,Przygotuj ofertę ponownego zakupu
228,29,18,54.5,30.2,2025-10-03,89,1.6330275229357798,overdue,overdue,0.4458715596330275,1.0,0.3669724770642202,59.2,10.1,11.0,461.69,5221.54,5078.59,300652.52800000005,Klient_228,Produkt_029,Skontaktuj się z klientem pilnie
41,110,14,77.1,56.6,2025-10-03,89,1.1543450064850844,due_soon,due_soon,0.2658884565499351,1.0,0.8456549935149156,63.1,11.6,13.5,351.91,4819.15,4750.79,299774.849,Klient_041,Produkt_110,Przygotuj ofertę ponownego zakupu
22,115,11,95.9,78.2,2025-10-01,91,0.948905109489051,due_soon,due_soon,0.1845672575599583,1.0,0.948905109489051,62.0,10.1,13.0,370.62,4511.65,4818.06,298719.72000000003,Klient_022,Produkt_115,Przygotuj ofertę ponownego zakupu
111,140,16,64.1,30.2,2025-10-06,86,1.341653666146646,overdue,overdue,0.5288611544461779,1.0,0.658346333853354,70.3,10.0,9.5,445.89,4446.41,4235.96,297787.988,Klient_111,Produkt_140,Skontaktuj się z klientem pilnie
125,20,22,48.6,31.2,2025-10-31,61,1.2551440329218106,overdue,overdue,0.3580246913580247,1.0,0.7448559670781894,64.7,9.2,9.5,481.52,4638.03,4574.44,295966.268,Klient_125,Produkt_020,Skontaktuj się z klientem pilnie
240,71,15,71.9,53.4,2025-10-04,88,1.2239221140472878,overdue,overdue,0.2573018080667595,1.0,0.7760778859527122,61.0,10.2,12.0,404.05,4910.64,4848.6,295764.60000000003,Klient_240,Produkt_071,Skontaktuj się z klientem pilnie
287,145,7,122.0,56.5,2025-09-14,108,0.8852459016393442,due_soon,due_soon,0.5368852459016393,0.875,0.8852459016393442,72.5,12.1,14.0,287.31,3976.56,4022.34,291619.65,Klient_287,Produkt_145,Przygotuj ofertę ponownego zakupu
163,132,8,121.1,56.2,2025-09-10,112,0.9248554913294799,due_soon,due_soon,0.5359207266721717,1.0,0.9248554913294799,77.2,13.1,13.0,289.83,3671.19,3767.79,290873.38800000004,Klient_163,Produkt_132,Przygotuj ofertę ponownego zakupu
89,18,8,133.3,44.0,2025-07-26,158,1.1852963240810201,due_soon,due_soon,0.6699174793698425,1.0,0.8147036759189799,80.5,11.1,10.5,343.25,3670.36,3604.12,290131.66,Klient_089,Produkt_018,Przygotuj ofertę ponownego zakupu
240,56,11,100.7,73.6,2025-10-04,88,0.8738828202581926,due_soon,due_soon,0.2691161866931481,1.0,0.8738828202581926,64.0,11.1,14.0,322.16,4378.92,4510.24,288655.36,Klient_240,Produkt_056,Przygotuj ofertę ponownego zakupu
16,7,13,73.5,50.2,2025-09-19,103,1.401360544217687,overdue,overdue,0.3170068027210884,1.0,0.5986394557823129,59.2,11.2,13.0,374.76,4864.21,4871.88,288415.29600000003,Klient_016,Produkt_007,Skontaktuj się z klientem pilnie
144,52,10,90.2,82.8,2025-09-17,105,1.164079822616408,due_soon,due_soon,0.0820399113082041,1.0,0.835920177383592,54.6,10.0,11.0,478.8,5070.4,5266.8,287567.28,Klient_144,Produkt_052,Przygotuj ofertę ponownego zakupu
197,41,6,176.2,75.0,2025-06-28,186,1.0556186152099887,due_soon,due_soon,0.5743473325766175,0.75,0.9443813847900113,72.0,9.5,9.0,441.89,4129.5,3977.01,286344.72000000003,Klient_197,Produkt_041,Przygotuj ofertę ponownego zakupu
294,11,10,96.0,77.5,2025-06-29,185,1.9270833333333333,overdue,overdue,0.19270833333333337,1.0,0.07291666666666674,40.5,13.7,16.0,437.33,6894.04,6997.28,283389.83999999997,Klient_294,Produkt_011,Skontaktuj się z klientem pilnie
244,24,9,108.1,86.0,2025-09-05,117,1.0823311748381128,due_soon,due_soon,0.20444033302497688,1.0,0.9176688251618872,62.1,10.4,11.0,414.09,4583.64,4554.99,282864.879,Klient_244,Produkt_024,Przygotuj ofertę ponownego zakupu
157,87,8,130.4,92.4,2025-07-30,154,1.1809815950920244,due_soon,due_soon,0.29141104294478526,1.0,0.8190184049079756,63.6,9.5,10.5,420.84,4425.32,4418.82,281036.952,Klient_157,Produkt_087,Przygotuj ofertę ponownego zakupu
277,39,5,211.8,166.8,2025-05-25,220,1.0387157695939566,due_soon,due_soon,0.21246458923512745,0.625,0.9612842304060434,52.3,9.8,11.0,488.39,5567.76,5372.29,280970.767,Klient_277,Produkt_039,Przygotuj ofertę ponownego zakupu
35,5,8,107.7,65.7,2025-07-03,181,1.6805942432683378,overdue,overdue,0.38997214484679665,1.0,0.31940575673166216,55.5,14.6,17.0,296.73,4941.9,5044.41,279964.755,Klient_035,Produkt_005,Skontaktuj się z klientem pilnie
108,142,11,91.5,35.2,2025-07-24,160,1.7486338797814207,overdue,overdue,0.6153005464480874,1.0,0.2513661202185793,64.0,9.1,9.0,485.84,4457.52,4372.56,279843.84,Klient_108,Produkt_142,Skontaktuj się z klientem pilnie
60,24,24,45.1,29.7,2025-11-19,42,0.9312638580931264,due_soon,due_soon,0.3414634146341464,1.0,0.9312638580931264,68.6,10.3,10.0,407.2,4157.6,4072.0,279339.19999999995,Klient_060,Produkt_024,Przygotuj ofertę ponownego zakupu
245,142,10,98.7,51.6,2025-10-08,84,0.851063829787234,due_soon,due_soon,0.4772036474164134,1.0,0.851063829787234,72.8,8.9,8.0,476.2,3859.96,3809.6,277338.88,Klient_245,Produkt_142,Przygotuj ofertę ponownego zakupu
64,106,15,67.8,72.0,2025-10-25,67,0.9882005899705015,due_soon,due_soon,0.0,1.0,0.9882005899705015,54.7,10.9,12.0,421.32,5040.72,5055.84,276554.44800000003,Klient_064,Produkt_106,Przygotuj ofertę ponownego zakupu
268,52,15,71.8,36.6,2025-10-02,90,1.2534818941504178,overdue,overdue,0.49025069637883,1.0,0.7465181058495822,70.7,8.7,8.0,488.73,3639.84,3909.84,276425.688,Klient_268,Produkt_052,Skontaktuj się z klientem pilnie
104,127,4,240.0,119.2,2025-03-01,305,1.2708333333333333,overdue,overdue,0.5033333333333333,0.5,0.7291666666666667,55.9,11.0,12.0,411.04,4988.48,4932.48,275725.632,Klient_104,Produkt_127,Skontaktuj się z klientem pilnie
196,117,22,47.9,33.8,2025-11-14,47,0.9812108559498957,due_soon,due_soon,0.2943632567849688,1.0,0.9812108559498957,67.8,10.3,9.0,450.91,4250.07,4058.19,275145.282,Klient_196,Produkt_117,Przygotuj ofertę ponownego zakupu
188,6,7,119.3,65.5,2025-09-01,121,1.0142497904442582,due_soon,due_soon,0.4509639564124057,0.875,0.9857502095557418,71.2,10.9,10.0,384.15,3727.8,3841.5,273514.8,Klient_188,Produkt_006,Przygotuj ofertę ponownego zakupu
245,29,15,61.0,30.8,2025-11-05,56,0.9180327868852459,due_soon,due_soon,0.4950819672131147,1.0,0.9180327868852459,75.2,9.4,8.0,454.39,3710.0,3635.12,273361.024,Klient_245,Produkt_029,Przygotuj ofertę ponownego zakupu
289,31,15,73.5,46.1,2025-10-26,66,0.8979591836734694,due_soon,due_soon,0.3727891156462585,1.0,0.8979591836734694,69.2,10.1,9.0,438.3,4097.34,3944.7,272973.24,Klient_289,Produkt_031,Przygotuj ofertę ponownego zakupu
262,49,12,82.0,84.9,2025-09-15,107,1.3048780487804879,overdue,overdue,0.0,1.0,0.6951219512195121,47.4,10.2,12.0,479.79,5871.3,5757.48,272904.55199999997,Klient_262,Produkt_049,Skontaktuj się z klientem pilnie
195,31,16,65.7,43.1,2025-09-25,97,1.4764079147640792,overdue,overdue,0.3439878234398782,1.0,0.5235920852359208,58.6,10.5,10.5,440.89,4455.93,4629.34,271279.324,Klient_195,Produkt_031,Skontaktuj się z klientem pilnie
17,22,12,86.2,40.5,2025-08-12,141,1.6357308584686774,overdue,overdue,0.5301624129930395,1.0,0.3642691415313226,63.0,11.6,12.5,343.8,4086.14,4297.5,270742.5,Klient_017,Produkt_022,Skontaktuj się z klientem pilnie
220,43,5,186.5,142.0,2025-04-15,260,1.3941018766756033,overdue,overdue,0.23860589812332444,0.625,0.6058981233243967,44.6,15.6,17.0,354.1,5787.82,6019.7,268478.62,Klient_220,Produkt_043,Skontaktuj się z klientem pilnie
276,126,4,243.0,99.1,2025-03-05,301,1.2386831275720165,overdue,overdue,0.5921810699588478,0.5,0.7613168724279835,60.7,9.5,9.5,465.38,4448.54,4421.11,268361.377,Klient_276,Produkt_126,Skontaktuj się z klientem pilnie
52,49,5,176.5,138.8,2025-04-03,272,1.5410764872521245,overdue,overdue,0.21359773371104807,0.625,0.45892351274787546,39.8,11.8,14.0,481.03,6859.16,6734.42,268029.91599999997,Klient_052,Produkt_049,Skontaktuj się z klientem pilnie
29,29,5,185.8,154.3,2025-03-13,293,1.5769644779332614,overdue,overdue,0.16953713670613557,0.625,0.42303552206673856,37.0,15.2,15.0,478.96,6762.6,7184.4,265822.8,Klient_029,Produkt_029,Skontaktuj się z klientem pilnie
129,18,14,74.1,44.4,2025-10-22,70,0.9446693657219973,due_soon,due_soon,0.4008097165991903,1.0,0.9446693657219973,71.7,9.5,10.5,351.42,3758.02,3689.91,264566.547,Klient_129,Produkt_018,Przygotuj ofertę ponownego zakupu
83,6,10,110.4,114.0,2025-09-21,101,0.9148550724637681,due_soon,due_soon,0.0,1.0,0.9148550724637681,52.9,12.1,13.0,384.67,4960.88,5000.71,264537.559,Klient_083,Produkt_006,Przygotuj ofertę ponownego zakupu
158,119,5,210.2,86.8,2025-05-14,231,1.09895337773549,due_soon,due_soon,0.5870599429115129,0.625,0.9010466222645099,67.7,13.2,14.0,278.82,4040.4,3903.48,264265.596,Klient_158,Produkt_119,Przygotuj ofertę ponownego zakupu
181,6,13,73.4,56.0,2025-09-12,110,1.4986376021798364,overdue,overdue,0.23705722070844693,1.0,0.5013623978201636,53.2,10.9,13.0,379.75,4865.38,4936.75,262635.10000000003,Klient_181,Produkt_006,Skontaktuj się z klientem pilnie
23,110,19,54.6,30.1,2025-09-25,97,1.7765567765567765,overdue,overdue,0.4487179487179487,1.0,0.22344322344322354,55.8,13.3,13.0,360.31,4876.04,4684.03,261368.87399999998,Klient_023,Produkt_110,Skontaktuj się z klientem pilnie
250,68,6,159.4,83.3,2025-03-22,284,1.78168130489335,overdue,overdue,0.4774153074027604,0.75,0.21831869510665003,49.4,10.8,11.0,480.92,5221.94,5290.12,261331.92799999999,Klient_250,Produkt_068,Skontaktuj się z klientem pilnie
26,95,7,151.2,96.1,2025-07-20,164,1.0846560846560847,due_soon,due_soon,0.3644179894179894,0.875,0.9153439153439153,65.5,13.0,15.0,265.53,4083.3,3982.95,260883.22499999998,Klient_026,Produkt_095,Przygotuj ofertę ponownego zakupu
182,39,17,60.6,57.7,2025-09-22,100,1.6501650165016502,overdue,overdue,0.04785478547854782,1.0,0.34983498349834985,40.9,11.9,13.0,489.23,6482.84,6359.99,260123.591,Klient_182,Produkt_039,Skontaktuj się z klientem pilnie
129,116,10,104.1,51.1,2025-07-31,153,1.4697406340057637,overdue,overdue,0.5091258405379442,1.0,0.5302593659942363,66.2,11.7,12.0,327.41,3940.27,3928.92,260094.50400000002,Klient_129,Produkt_116,Skontaktuj się z klientem pilnie
57,27,16,57.7,37.9,2025-09-26,96,1.6637781629116117,overdue,overdue,0.34315424610052003,1.0,0.33622183708838826,53.8,11.5,11.0,438.65,4905.22,4825.15,259593.06999999998,Klient_057,Produkt_027,Skontaktuj się z klientem pilnie
199,132,12,80.4,44.3,2025-10-14,78,0.9701492537313432,due_soon,due_soon,0.4490049751243782,1.0,0.9701492537313432,74.5,10.8,12.0,289.76,3383.1,3477.12,259045.44,Klient_199,Produkt_132,Przygotuj ofertę ponownego zakupu
154,4,4,146.0,72.8,2025-05-20,225,1.5410958904109588,overdue,overdue,0.5013698630136987,0.5,0.45890410958904115,49.0,14.0,16.0,329.21,5326.8,5267.36,258100.63999999998,Klient_154,Produkt_004,Skontaktuj się z klientem pilnie
135,31,13,71.1,36.0,2025-08-14,139,1.9549929676511957,overdue,overdue,0.49367088607594933,1.0,0.04500703234880432,53.3,10.1,11.0,439.92,4545.97,4839.12,257925.096,Klient_135,Produkt_031,Skontaktuj się z klientem pilnie
239,5,10,98.2,41.9,2025-09-17,105,1.0692464358452138,due_soon,due_soon,0.5733197556008147,1.0,0.9307535641547862,79.1,9.3,11.0,296.23,3400.72,3258.53,257749.723,Klient_239,Produkt_005,Przygotuj ofertę ponownego zakupu
208,86,10,105.0,41.7,2025-08-24,129,1.2285714285714286,overdue,overdue,0.6028571428571428,1.0,0.7714285714285714,76.4,8.7,7.5,447.96,3343.05,3359.7,256681.08000000002,Klient_208,Produkt_086,Skontaktuj się z klientem pilnie
134,49,9,116.0,123.8,2025-08-14,139,1.1982758620689655,due_soon,due_soon,0.0,1.0,0.8017241379310345,50.0,10.6,11.0,464.84,4734.4,5113.24,255662.0,Klient_134,Produkt_049,Przygotuj ofertę ponownego zakupu
188,41,4,265.7,160.8,2025-05-11,234,0.8806925103500188,due_soon,due_soon,0.3948061723748588,0.5,0.8806925103500188,54.8,11.0,10.0,466.45,4769.86,4664.5,255614.59999999998,Klient_188,Produkt_041,Przygotuj ofertę ponownego zakupu
294,103,8,128.0,112.4,2025-06-29,185,1.4453125,overdue,overdue,0.12187499999999996,1.0,0.5546875,49.4,14.0,14.0,363.39,5207.88,5087.46,251320.524,Klient_294,Produkt_103,Skontaktuj się z klientem pilnie
270,47,21,50.3,28.8,2025-10-06,86,1.7097415506958251,overdue,overdue,0.42743538767395617,1.0,0.2902584493041749,56.5,10.0,10.0,441.07,4366.3,4410.7,249204.55,Klient_270,Produkt_047,Skontaktuj się z klientem pilnie
