customer_id,source_product_id,target_product_id,source_purchase_count,pair_confidence,supporting_customers,product_id,typical_quantity,typical_unit_price,typical_line_value,expected_cross_sell_value,source_history_score,pair_score,support_score,cross_sell_confidence,cross_sell_score,customer_name,source_product_name,target_product_name
124,102,117,15,28.6,4,117,11.0,450.95,5059.93,5059.93,1.0,0.5720000000000001,0.4,63.6,321811.548,Klient_124,Produkt_102,Produkt_117
5,102,117,22,28.6,4,117,11.0,450.95,5059.93,5059.93,1.0,0.5720000000000001,0.4,63.6,321811.548,Klient_005,Produkt_102,Produkt_117
203,102,117,13,28.6,4,117,11.0,450.95,5059.93,5059.93,1.0,0.5720000000000001,0.4,63.6,321811.548,Klient_203,Produkt_102,Produkt_117
174,102,117,16,28.6,4,117,11.0,450.95,5059.93,5059.93,1.0,0.5720000000000001,0.4,63.6,321811.548,Klient_174,Produkt_102,Produkt_117
53,102,117,18,28.6,4,117,11.0,450.95,5059.93,5059.93,1.0,0.5720000000000001,0.4,63.6,321811.548,Klient_053,Produkt_102,Produkt_117
61,93,41,23,37.5,3,41,10.0,449.92,4575.67,4575.67,1.0,0.75,0.3,70.0,320296.9,Klient_061,Produkt_093,Produkt_041
19,93,41,16,37.5,3,41,10.0,449.92,4575.67,4575.67,1.0,0.75,0.3,70.0,320296.9,Klient_019,Produkt_093,Produkt_041
231,93,41,8,37.5,3,41,10.0,449.92,4575.67,4575.67,1.0,0.75,0.3,70.0,320296.9,Klient_231,Produkt_093,Produkt_041
132,93,41,26,37.5,3,41,10.0,449.92,4575.67,4575.67,1.0,0.75,0.3,70.0,320296.9,Klient_132,Produkt_093,Produkt_041
229,20,49,6,36.4,4,49,11.0,463.29,4900.17,4900.17,0.75,0.728,0.4,65.1,319001.067,Klient_229,Produkt_020,Produkt_049
253,20,49,6,36.4,4,49,11.0,463.29,4900.17,4900.17,0.75,0.728,0.4,65.1,319001.067,Klient_253,Produkt_020,Produkt_049
258,20,49,6,36.4,4,49,11.0,463.29,4900.17,4900.17,0.75,0.728,0.4,65.1,319001.067,Klient_258,Produkt_020,Produkt_049
281,22,117,3,37.5,6,117,11.0,450.95,5059.93,5059.93,0.375,0.75,0.6,61.9,313209.667,Klient_281,Produkt_022,Produkt_117
80,108,126,11,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_080,Produkt_108,Produkt_126
69,108,126,12,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_069,Produkt_108,Produkt_126
262,108,126,14,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_262,Produkt_108,Produkt_126
37,108,126,13,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_037,Produkt_108,Produkt_126
254,108,126,8,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_254,Produkt_108,Produkt_126
291,108,126,22,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_291,Produkt_108,Produkt_126
213,108,126,13,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_213,Produkt_108,Produkt_126
57,108,126,15,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_057,Produkt_108,Produkt_126
58,108,126,24,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_058,Produkt_108,Produkt_126
51,108,126,9,23.5,4,126,11.0,474.14,5314.155,5314.16,1.0,0.47,0.4,58.5,310878.36,Klient_051,Produkt_108,Produkt_126
171,80,117,2,40.0,6,117,11.0,450.95,5059.93,5059.93,0.25,0.8,0.6,61.3,310173.70900000003,Klient_171,Produkt_080,Produkt_117
35,10,62,12,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_035,Produkt_010,Produkt_062
274,10,62,10,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_274,Produkt_010,Produkt_062
18,10,62,9,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_018,Produkt_010,Produkt_062
118,10,62,11,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_118,Produkt_010,Produkt_062
243,10,62,8,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_243,Produkt_010,Produkt_062
92,10,62,10,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_092,Produkt_010,Produkt_062
168,10,62,15,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_168,Produkt_010,Produkt_062
75,10,62,8,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_075,Produkt_010,Produkt_062
16,10,62,11,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_016,Produkt_010,Produkt_062
40,10,62,30,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_040,Produkt_010,Produkt_062
265,10,62,9,22.7,5,62,12.0,449.77,5144.04,5144.04,1.0,0.45399999999999996,0.5,60.2,309671.208,Klient_265,Produkt_010,Produkt_062
272,140,117,6,29.4,5,117,11.0,450.95,5059.93,5059.93,0.75,0.588,0.5,60.6,306631.75800000003,Klient_272,Produkt_140,Produkt_117
174,9,8,13,37.5,3,8,10.0,433.12,4376.865,4376.86,1.0,0.75,0.3,70.0,306380.19999999995,Klient_174,Produkt_009,Produkt_008
241,9,8,14,37.5,3,8,10.0,433.12,4376.865,4376.86,1.0,0.75,0.3,70.0,306380.19999999995,Klient_241,Produkt_009,Produkt_008
284,9,8,20,37.5,3,8,10.0,433.12,4376.865,4376.86,1.0,0.75,0.3,70.0,306380.19999999995,Klient_284,Produkt_009,Produkt_008
42,102,117,7,28.6,4,117,11.0,450.95,5059.93,5059.93,0.875,0.5720000000000001,0.4,60.5,306125.765,Klient_042,Produkt_102,Produkt_117
31,102,117,7,28.6,4,117,11.0,450.95,5059.93,5059.93,0.875,0.5720000000000001,0.4,60.5,306125.765,Klient_031,Produkt_102,Produkt_117
66,93,41,7,37.5,3,41,10.0,449.92,4575.67,4575.67,0.875,0.75,0.3,66.9,306112.32300000003,Klient_066,Produkt_093,Produkt_041
178,62,126,23,25.0,3,126,11.0,474.14,5314.155,5314.16,1.0,0.5,0.3,57.5,305564.2,Klient_178,Produkt_062,Produkt_126
79,62,126,11,25.0,3,126,11.0,474.14,5314.155,5314.16,1.0,0.5,0.3,57.5,305564.2,Klient_079,Produkt_062,Produkt_126
6,43,66,11,26.7,4,66,11.0,463.93,4944.775,4944.77,1.0,0.534,0.4,61.7,305092.30900000007,Klient_006,Produkt_043,Produkt_066
99,43,66,11,26.7,4,66,11.0,463.93,4944.775,4944.77,1.0,0.534,0.4,61.7,305092.30900000007,Klient_099,Produkt_043,Produkt_066
8,43,66,10,26.7,4,66,11.0,463.93,4944.775,4944.77,1.0,0.534,0.4,61.7,305092.30900000007,Klient_008,Produkt_043,Produkt_066
97,43,66,8,26.7,4,66,11.0,463.93,4944.775,4944.77,1.0,0.534,0.4,61.7,305092.30900000007,Klient_097,Produkt_043,Produkt_066
253,43,66,10,26.7,4,66,11.0,463.93,4944.775,4944.77,1.0,0.534,0.4,61.7,305092.30900000007,Klient_253,Produkt_043,Produkt_066
41,144,29,11,27.3,3,29,11.0,461.44,5025.46,5025.46,1.0,0.546,0.3,59.8,300522.508,Klient_041,Produkt_144,Produkt_029
241,144,29,11,27.3,3,29,11.0,461.44,5025.46,5025.46,1.0,0.546,0.3,59.8,300522.508,Klient_241,Produkt_144,Produkt_029
181,144,29,12,27.3,3,29,11.0,461.44,5025.46,5025.46,1.0,0.546,0.3,59.8,300522.508,Klient_181,Produkt_144,Produkt_029
134,144,29,10,27.3,3,29,11.0,461.44,5025.46,5025.46,1.0,0.546,0.3,59.8,300522.508,Klient_134,Produkt_144,Produkt_029
161,144,29,14,27.3,3,29,11.0,461.44,5025.46,5025.46,1.0,0.546,0.3,59.8,300522.508,Klient_161,Produkt_144,Produkt_029
250,68,29,6,33.3,3,29,11.0,461.44,5025.46,5025.46,0.75,0.6659999999999999,0.3,59.5,299014.87,Klient_250,Produkt_068,Produkt_029
54,68,29,6,33.3,3,29,11.0,461.44,5025.46,5025.46,0.75,0.6659999999999999,0.3,59.5,299014.87,Klient_054,Produkt_068,Produkt_029
3,128,126,4,31.2,5,126,11.0,474.14,5314.155,5314.16,0.5,0.624,0.5,56.2,298655.792,Klient_003,Produkt_128,Produkt_126
96,128,126,4,31.2,5,126,11.0,474.14,5314.155,5314.16,0.5,0.624,0.5,56.2,298655.792,Klient_096,Produkt_128,Produkt_126
147,128,126,4,31.2,5,126,11.0,474.14,5314.155,5314.16,0.5,0.624,0.5,56.2,298655.792,Klient_147,Produkt_128,Produkt_126
281,128,126,4,31.2,5,126,11.0,474.14,5314.155,5314.16,0.5,0.624,0.5,56.2,298655.792,Klient_281,Produkt_128,Produkt_126
75,10,66,8,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_075,Produkt_010,Produkt_066
35,10,66,12,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_035,Produkt_010,Produkt_066
265,10,66,9,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_265,Produkt_010,Produkt_066
118,10,66,11,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_118,Produkt_010,Produkt_066
89,10,66,8,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_089,Produkt_010,Produkt_066
16,10,66,11,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_016,Produkt_010,Produkt_066
18,10,66,9,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_018,Produkt_010,Produkt_066
92,10,66,10,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_092,Produkt_010,Produkt_066
168,10,66,15,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_168,Produkt_010,Produkt_066
40,10,66,30,22.7,5,66,11.0,463.93,4944.775,4944.77,1.0,0.45399999999999996,0.5,60.2,297675.15400000004,Klient_040,Produkt_010,Produkt_066
255,48,27,16,30.8,4,27,11.0,428.52,4484.81,4484.81,1.0,0.616,0.4,65.8,295100.498,Klient_255,Produkt_048,Produkt_027
251,48,27,11,30.8,4,27,11.0,428.52,4484.81,4484.81,1.0,0.616,0.4,65.8,295100.498,Klient_251,Produkt_048,Produkt_027
150,48,27,20,30.8,4,27,11.0,428.52,4484.81,4484.81,1.0,0.616,0.4,65.8,295100.498,Klient_150,Produkt_048,Produkt_027
217,48,27,9,30.8,4,27,11.0,428.52,4484.81,4484.81,1.0,0.616,0.4,65.8,295100.498,Klient_217,Produkt_048,Produkt_027
191,88,149,19,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_191,Produkt_088,Produkt_149
16,88,149,16,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_016,Produkt_088,Produkt_149
79,88,149,13,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_079,Produkt_088,Produkt_149
146,88,149,11,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_146,Produkt_088,Produkt_149
254,88,149,11,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_254,Produkt_088,Produkt_149
45,88,149,8,33.3,4,149,10.0,441.425,4305.3,4305.3,1.0,0.6659999999999999,0.4,68.3,294051.99,Klient_045,Produkt_088,Produkt_149
156,10,62,7,22.7,5,62,12.0,449.77,5144.04,5144.04,0.875,0.45399999999999996,0.5,57.1,293724.684,Klient_156,Produkt_010,Produkt_062
87,24,144,9,23.1,3,144,11.0,467.19000000000005,5245.66,5245.66,1.0,0.462,0.3,55.6,291658.696,Klient_087,Produkt_024,Produkt_144
244,24,144,9,23.1,3,144,11.0,467.19000000000005,5245.66,5245.66,1.0,0.462,0.3,55.6,291658.696,Klient_244,Produkt_024,Produkt_144
22,24,144,8,23.1,3,144,11.0,467.19000000000005,5245.66,5245.66,1.0,0.462,0.3,55.6,291658.696,Klient_022,Produkt_024,Produkt_144
60,24,144,24,23.1,3,144,11.0,467.19000000000005,5245.66,5245.66,1.0,0.462,0.3,55.6,291658.696,Klient_060,Produkt_024,Produkt_144
247,24,144,11,23.1,3,144,11.0,467.19000000000005,5245.66,5245.66,1.0,0.462,0.3,55.6,291658.696,Klient_247,Produkt_024,Produkt_144
140,25,117,9,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_140,Produkt_025,Produkt_117
118,25,117,11,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_118,Produkt_025,Produkt_117
85,25,117,25,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_085,Produkt_025,Produkt_117
82,140,117,5,29.4,5,117,11.0,450.95,5059.93,5059.93,0.625,0.588,0.5,57.5,290945.97500000003,Klient_082,Produkt_140,Produkt_117
86,25,117,10,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_086,Produkt_025,Produkt_117
12,25,117,20,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_012,Produkt_025,Produkt_117
133,25,117,10,25.0,3,117,11.0,450.95,5059.93,5059.93,1.0,0.5,0.3,57.5,290945.97500000003,Klient_133,Produkt_025,Produkt_117
233,43,66,7,26.7,4,66,11.0,463.93,4944.775,4944.77,0.875,0.534,0.4,58.6,289763.52200000006,Klient_233,Produkt_043,Produkt_066
103,56,133,11,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_103,Produkt_056,Produkt_133
41,56,133,19,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_041,Produkt_056,Produkt_133
226,56,133,29,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_226,Produkt_056,Produkt_133
251,56,133,10,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_251,Produkt_056,Produkt_133
27,56,133,17,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_027,Produkt_056,Produkt_133
266,56,133,11,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_266,Produkt_056,Produkt_133
240,56,133,11,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_240,Produkt_056,Produkt_133
101,56,133,16,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_101,Produkt_056,Produkt_133
14,56,133,14,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_014,Produkt_056,Produkt_133
80,56,133,8,23.8,5,133,10.0,439.44,4725.6,4725.6,1.0,0.47600000000000003,0.5,61.3,289679.28,Klient_080,Produkt_056,Produkt_133
148,62,126,7,25.0,3,126,11.0,474.14,5314.155,5314.16,0.875,0.5,0.3,54.4,289090.304,Klient_148,Produkt_062,Produkt_126
133,139,127,8,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_133,Produkt_139,Produkt_127
80,139,127,13,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_080,Produkt_139,Produkt_127
266,139,127,10,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_266,Produkt_139,Produkt_127
293,139,127,8,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_293,Produkt_139,Produkt_127
185,139,127,14,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_185,Produkt_139,Produkt_127
1,139,127,10,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_001,Produkt_139,Produkt_127
34,139,127,15,28.6,4,127,11.0,406.07,4535.16,4535.16,1.0,0.5720000000000001,0.4,63.6,288436.176,Klient_034,Produkt_139,Produkt_127
1,150,8,15,33.3,3,8,10.0,433.12,4376.865,4376.86,1.0,0.6659999999999999,0.3,65.8,287997.388,Klient_001,Produkt_150,Produkt_008
235,150,8,24,33.3,3,8,10.0,433.12,4376.865,4376.86,1.0,0.6659999999999999,0.3,65.8,287997.388,Klient_235,Produkt_150,Produkt_008
47,150,8,21,33.3,3,8,10.0,433.12,4376.865,4376.86,1.0,0.6659999999999999,0.3,65.8,287997.388,Klient_047,Produkt_150,Produkt_008
64,23,126,10,21.4,3,126,11.0,474.14,5314.155,5314.16,1.0,0.428,0.3,53.9,286433.224,Klient_064,Produkt_023,Produkt_126
96,137,126,8,21.4,3,126,11.0,474.14,5314.155,5314.16,1.0,0.428,0.3,53.9,286433.224,Klient_096,Produkt_137,Produkt_126
156,23,126,10,21.4,3,126,11.0,474.14,5314.155,5314.16,1.0,0.428,0.3,53.9,286433.224,Klient_156,Produkt_023,Produkt_126
34,137,126,16,21.4,3,126,11.0,474.14,5314.155,5314.16,1.0,0.428,0.3,53.9,286433.224,Klient_034,Produkt_137,Produkt_126
180,137,126,15,21.4,3,126,11.0,474.14,5314.155,5314.16,1.0,0.428,0.3,53.9,286433.224,Klient_180,Produkt_137,Produkt_126
